assets,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,V,PG,KO,WMT,PEP,CVX,XOM,SLB,BA,UPS,CAT,MMM,JNJ,PFE,MRNA,DIS,NFLX,T,NVDA,ORCL,INTC,LMT,GS,COST,BTC-USD,ETH-USD,LTC-USD,XRP-USD
WMT,0.340141022,0.31426831,0.300017911,0.303385448,0.17281931,0.221004455,0.225287936,0.213811269,0.413966492,0.431070834,1,0.468011272,0.197534415,0.168892346,0.113625929,0.156444661,0.360422154,0.161791182,0.218733171,0.327083453,0.193998812,0.091603639,0.292393495,0.149949149,0.216115254,0.224141899,0.293698012,0.243871065,0.209244165,0.249694397,0.589552137,0.160086817,0.180778257,0.122809509,0.072928411
PEP,0.55312693,0.488605326,0.41615497,0.36949659,0.231670181,0.43885054,0.417663712,0.47930784,0.736908319,0.839245643,0.468011272,1,0.151087527,0.157431429,0.151402547,0.264699722,0.430403327,0.266672583,0.496423972,0.595814437,0.441668451,0.269221849,0.366334213,0.18659447,0.397057853,0.351924404,0.419634109,0.421246399,0.326584927,0.441671896,0.583146563,0.181105727,0.181059468,0.160610896,0.148253608
CVX,0.293039683,0.258016465,0.263795012,0.304032869,0.1675621,0.302889877,0.363994228,0.214926331,0.003776532,0.184759897,0.197534415,0.151087527,1,0.882070837,0.783216534,0.261962033,0.300224802,0.622821129,0.262765499,0.116273816,0.244276664,0.059899037,0.301247518,0.171802119,0.222481698,0.279858202,0.254581653,0.294648213,0.391796072,0.358826615,0.236983874,0.297783334,0.284816481,0.231538661,0.212533295
XOM,0.272432369,0.220218013,0.215501767,0.245034568,0.147034665,0.275309301,0.302713872,0.234841359,0.027988693,0.176265964,0.168892346,0.157431429,0.882070837,1,0.793287244,0.233457388,0.286498398,0.564137082,0.190645096,0.086430942,0.215669997,-0.00075944,0.28340391,0.160675728,0.210004091,0.229864717,0.182490189,0.295818599,0.33545827,0.307273645,0.200069462,0.245888606,0.262376346,0.219700223,0.193071581
SLB,0.222719111,0.180957001,0.164177222,0.204349233,0.124824136,0.294869581,0.32532763,0.2034241,0.043124251,0.175991849,0.113625929,0.151402547,0.783216534,0.793287244,1,0.25390705,0.21803224,0.547431318,0.166257409,0.090483786,0.185778134,0.060836466,0.227441678,0.145570138,0.182720591,0.219268145,0.139884644,0.267826988,0.341136545,0.300096986,0.154035382,0.213070853,0.216682516,0.20273346,0.180411264
BA,0.536721488,0.487407377,0.532480759,0.499939227,0.449223314,0.504311634,0.541525438,0.451703961,0.227979301,0.294776805,0.156444661,0.264699722,0.261962033,0.233457388,0.25390705,1,0.423293382,0.499261554,0.372296399,0.121154493,0.162570053,0.346277152,0.54463005,0.404834874,0.274219333,0.622255537,0.428130407,0.504071024,0.150072958,0.561871127,0.409221268,0.384186521,0.356262411,0.39951538,0.330275354
UPS,0.572102792,0.562573863,0.497528468,0.569885185,0.401462613,0.56258331,0.559154624,0.561284549,0.34520083,0.450015178,0.360422154,0.430403327,0.300224802,0.286498398,0.21803224,0.423293382,1,0.454383219,0.507394325,0.261934687,0.334700289,0.325337425,0.543332245,0.362571302,0.230231814,0.541198994,0.538200561,0.506190841,0.113708179,0.606794539,0.54514977,0.300447048,0.316969595,0.288022978,0.211759032
CAT,0.391955241,0.395578977,0.392257431,0.365242583,0.309121235,0.555380184,0.548112924,0.40710669,0.140556856,0.325221118,0.161791182,0.266672583,0.622821129,0.564137082,0.547431318,0.499261554,0.454383219,1,0.519610925,0.20052222,0.278812235,0.236643856,0.429361991,0.217915698,0.272805947,0.452615492,0.436618292,0.42303514,0.243300262,0.561461365,0.350943523,0.317986167,0.302207874,0.263626752,0.245532983
MMM,0.497074796,0.427491911,0.4076736,0.367252265,0.285028062,0.540616251,0.514107645,0.441192803,0.422881507,0.47827021,0.218733171,0.496423972,0.262765499,0.190645096,0.166257409,0.372296399,0.507394325,0.519610925,1,0.379575903,0.380022361,0.319310669,0.442421903,0.318451725,0.387302651,0.440747434,0.474349155,0.503831523,0.174042392,0.548306883,0.416100263,0.283699715,0.26626471,0.233619713,0.20174262
JNJ,0.368252534,0.320549039,0.27305442,0.229019886,0.101394876,0.348721409,0.31274968,0.315230481,0.586901694,0.571879909,0.327083453,0.595814437,0.116273816,0.086430942,0.090483786,0.121154493,0.261934687,0.20052222,0.379575903,1,0.577019465,0.210524507,0.210608775,0.140650301,0.311673271,0.179729783,0.314336576,0.280726031,0.345241956,0.293577136,0.411039737,0.117162401,0.11656759,0.110500509,0.141277787
PFE,0.35313559,0.366728351,0.280222308,0.261230351,0.156446134,0.362576867,0.32017466,0.410622787,0.425382676,0.418561687,0.193998812,0.441668451,0.244276664,0.215669997,0.185778134,0.162570053,0.334700289,0.278812235,0.380022361,0.577019465,1,0.361562273,0.244538188,0.215240907,0.267565307,0.282062371,0.389154057,0.341744193,0.219881123,0.338558873,0.323555875,0.232684296,0.222019678,0.194201582,0.194822251
MRNA,0.462172617,0.487846357,0.479271305,0.432478677,0.429928711,0.390484008,0.378829392,0.424523423,0.15650278,0.184355098,0.091603639,0.269221849,0.059899037,-0.00075944,0.060836466,0.346277152,0.325337425,0.236643856,0.319310669,0.210524507,0.361562273,1,0.407310546,0.366889273,0.158520043,0.499066061,0.40993108,0.380709949,-0.009763332,0.458618559,0.28637124,0.353361636,0.324625325,0.305419508,0.201553001
DIS,0.651788731,0.637815332,0.619286421,0.668506029,0.51059293,0.560214212,0.584079593,0.59929325,0.309758103,0.398121204,0.292393495,0.366334213,0.301247518,0.28340391,0.227441678,0.54463005,0.543332245,0.429361991,0.442421903,0.210608775,0.244538188,0.407310546,1,0.629891863,0.341117135,0.645566768,0.528762158,0.528830042,0.139329285,0.619475268,0.445281846,0.470708388,0.461720552,0.372794153,0.358937955
NFLX,0.470308125,0.454068583,0.479178308,0.553389372,0.489345899,0.349327657,0.351599087,0.375191348,0.148612958,0.182218798,0.149949149,0.18659447,0.171802119,0.160675728,0.145570138,0.404834874,0.362571302,0.217915698,0.318451725,0.140650301,0.215240907,0.366889273,0.629891863,1,0.192055798,0.528456753,0.338975298,0.381359762,0.070535618,0.413004682,0.328326274,0.381727273,0.37141958,0.320240008,0.299444095
T,0.394413134,0.293456883,0.290521468,0.274432618,0.092916699,0.37901749,0.357495364,0.374328911,0.361521258,0.435155314,0.216115254,0.397057853,0.222481698,0.210004091,0.182720591,0.274219333,0.230231814,0.272805947,0.387302651,0.311673271,0.267565307,0.158520043,0.341117135,0.192055798,1,0.263994495,0.35635188,0.348551557,0.217072197,0.343344234,0.232155181,0.222592411,0.191453561,0.194482413,0.129337026
NVDA,0.76220586,0.786965939,0.769350375,0.710493469,0.679020597,0.532180984,0.552049781,0.618870671,0.289476857,0.335430319,0.224141899,0.351924404,0.279858202,0.229864717,0.219268145,0.622255537,0.541198994,0.452615492,0.440747434,0.179729783,0.282062371,0.499066061,0.645566768,0.528456753,0.263994495,1,0.593942216,0.745802267,0.11741726,0.63348237,0.554625853,0.552378151,0.540572772,0.502358801,0.44703876
ORCL,0.616423909,0.641922597,0.57906468,0.534650755,0.420695767,0.530182416,0.508160896,0.576565403,0.361803855,0.373640011,0.293698012,0.419634109,0.254581653,0.182490189,0.139884644,0.428130407,0.538200561,0.436618292,0.474349155,0.314336576,0.389154057,0.40993108,0.528762158,0.338975298,0.35635188,0.593942216,1,0.5476576,0.150624513,0.593384541,0.522743673,0.365620589,0.366828573,0.321934018,0.258227418
INTC,0.705568052,0.663835409,0.666571806,0.515909667,0.495872852,0.520324088,0.507153784,0.508779837,0.419883777,0.398817484,0.243871065,0.421246399,0.294648213,0.295818599,0.267826988,0.504071024,0.506190841,0.42303514,0.503831523,0.280726031,0.341744193,0.380709949,0.528830042,0.381359762,0.348551557,0.745802267,0.5476576,1,0.160248633,0.583302604,0.520580629,0.442589971,0.41716638,0.391192815,0.36004419
LMT,0.235835117,0.18684478,0.148734912,0.117388084,0.11516639,0.141188601,0.195340696,0.149274778,0.280534977,0.367111186,0.209244165,0.326584927,0.391796072,0.33545827,0.341136545,0.150072958,0.113708179,0.243300262,0.174042392,0.345241956,0.219881123,-0.009763332,0.139329285,0.070535618,0.217072197,0.11741726,0.150624513,0.160248633,1,0.138701995,0.257626686,0.109039236,0.052166194,0.072269715,0.077620819
GS,0.621132291,0.625238383,0.609376738,0.607390465,0.438200173,0.827430464,0.817759085,0.611644065,0.3614801,0.445300459,0.249694397,0.441671896,0.358826615,0.307273645,0.300096986,0.561871127,0.606794539,0.561461365,0.548306883,0.293577136,0.338558873,0.458618559,0.619475268,0.413004682,0.343344234,0.63348237,0.593384541,0.583302604,0.138701995,1,0.492287195,0.380028212,0.382231242,0.343035232,0.291246714
COST,0.635887609,0.609208701,0.563499839,0.565081472,0.464784183,0.426374534,0.418147582,0.483918327,0.536031126,0.564645379,0.589552137,0.583146563,0.236983874,0.200069462,0.154035382,0.409221268,0.54514977,0.350943523,0.416100263,0.411039737,0.323555875,0.28637124,0.445281846,0.328326274,0.232155181,0.554625853,0.522743673,0.520580629,0.257626686,0.492287195,1,0.355892815,0.352885754,0.313325853,0.273583717
BTC.USD,0.495234561,0.531933822,0.471288584,0.52602322,0.501948762,0.372741067,0.393030469,0.459155862,0.207831404,0.186732984,0.160086817,0.181105727,0.297783334,0.245888606,0.213070853,0.384186521,0.300447048,0.317986167,0.283699715,0.117162401,0.232684296,0.353361636,0.470708388,0.381727273,0.222592411,0.552378151,0.365620589,0.442589971,0.109039236,0.380028212,0.355892815,1,0.905837064,0.823862882,0.768969433
ETH.USD,0.484444454,0.512525258,0.449868026,0.50543699,0.494545359,0.362392931,0.361314059,0.466003173,0.209023387,0.204325785,0.180778257,0.181059468,0.284816481,0.262376346,0.216682516,0.356262411,0.316969595,0.302207874,0.26626471,0.11656759,0.222019678,0.324625325,0.461720552,0.37141958,0.191453561,0.540572772,0.366828573,0.41716638,0.052166194,0.382231242,0.352885754,0.905837064,1,0.83053862,0.768198706
LTC.USD,0.445779954,0.475015085,0.407595333,0.441197518,0.416341611,0.317441332,0.347761546,0.399305401,0.223522552,0.187579435,0.122809509,0.160610896,0.231538661,0.219700223,0.20273346,0.39951538,0.288022978,0.263626752,0.233619713,0.110500509,0.194201582,0.305419508,0.372794153,0.320240008,0.194482413,0.502358801,0.321934018,0.391192815,0.072269715,0.343035232,0.313325853,0.823862882,0.83053862,1,0.777353042
XRP.USD,0.405725802,0.402379276,0.344580459,0.403515893,0.392071972,0.291980224,0.29157206,0.359044518,0.174158228,0.202030476,0.072928411,0.148253608,0.212533295,0.193071581,0.180411264,0.330275354,0.211759032,0.245532983,0.20174262,0.141277787,0.194822251,0.201553001,0.358937955,0.299444095,0.129337026,0.44703876,0.258227418,0.36004419,0.077620819,0.291246714,0.273583717,0.768969433,0.768198706,0.777353042,1
