assets,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,V,PG,KO,WMT,PEP,CVX,XOM,SLB,BA,UPS,CAT,MMM,JNJ,PFE,MRNA,DIS,NFLX,T,NVDA,ORCL,INTC,LMT,GS,COST,BTC-USD,ETH-USD,LTC-USD,XRP-USD
PEP,0.597699418,0.619549225,0.558633005,0.424320433,0.298339552,0.489345985,0.543372956,0.576511389,0.775624633,0.713490348,0.603191438,1,0.375364944,0.446520146,0.316571003,0.396781666,0.454518361,0.502548974,0.577592057,0.677476421,0.587995493,0.17264859,0.479124443,0.319284924,0.648141867,0.558196344,0.663652567,0.551417414,0.703138721,0.522541691,0.627416182,0.329081451,0.306380901,0.283371814,0.212940832
CVX,0.353782516,0.409259313,0.461305702,0.10783684,0.363090195,0.758765836,0.712253732,0.681739724,0.269612476,0.617472276,0.061939938,0.375364944,1,0.83564725,0.791886398,0.674890155,0.257846395,0.614360395,0.537528057,0.424395753,0.369224072,-0.013623498,0.628067415,0.068870118,0.551974361,0.336820108,0.336232667,0.419735382,0.476026891,0.711512818,0.153171536,0.245416768,0.244810098,0.20949339,0.234870419
XOM,0.383745089,0.418987623,0.486680624,0.182152881,0.292634438,0.72852703,0.757148951,0.668222926,0.364573416,0.63020181,0.189644286,0.446520146,0.83564725,1,0.807431766,0.64102393,0.357359051,0.7005227,0.648188841,0.454159273,0.411615594,0.039599065,0.661613154,0.066862529,0.642759282,0.348992963,0.425969278,0.451371723,0.556722185,0.707050974,0.248057508,0.318977443,0.299089441,0.240133956,0.273523746
SLB,0.335720566,0.424636671,0.518185172,0.196391846,0.345722764,0.723606359,0.719938912,0.668346655,0.298963605,0.568453897,0.140141483,0.316571003,0.791886398,0.807431766,1,0.63660643,0.324561688,0.672746453,0.596203201,0.405232404,0.358363406,0.026048121,0.672451337,0.111453159,0.570519362,0.316741949,0.37271053,0.436021562,0.456445218,0.725381457,0.236668866,0.354557137,0.3509557,0.306460717,0.270457689
BA,0.431498054,0.448980908,0.483510916,0.204425993,0.33869127,0.69523739,0.648971724,0.622312434,0.303855701,0.59555915,0.164453501,0.396781666,0.674890155,0.64102393,0.63660643,1,0.347073301,0.560750482,0.487982713,0.398815184,0.425296566,-0.027989475,0.627292212,0.168447205,0.52952201,0.370469609,0.422931506,0.465864393,0.549624347,0.658725679,0.221206451,0.280585718,0.310361841,0.254485678,0.246978155
UPS,0.490941166,0.449203507,0.451557985,0.382984948,0.179601555,0.400822468,0.440000267,0.441304223,0.560843807,0.42139179,0.375279525,0.454518361,0.257846395,0.357359051,0.324561688,0.347073301,1,0.430948213,0.494348978,0.465294129,0.417810219,0.025574005,0.414635967,0.292439469,0.447490418,0.429810288,0.500555118,0.394836935,0.494757847,0.418167316,0.465616862,0.218898112,0.228048918,0.180306429,0.193719997
CAT,0.389554203,0.413988391,0.481797447,0.187271406,0.20138259,0.721180894,0.751685632,0.620510816,0.465513943,0.671123126,0.262805457,0.502548974,0.614360395,0.7005227,0.672746453,0.560750482,0.430948213,1,0.731859672,0.546497651,0.479985314,0.061663463,0.61174653,0.104658537,0.655884072,0.328255052,0.492726862,0.426477812,0.593078617,0.683092418,0.359777606,0.321594057,0.312785278,0.270781488,0.21090172
MMM,0.420339296,0.462614235,0.509262881,0.221683605,0.218384573,0.607455512,0.685405159,0.675917697,0.549615307,0.643986238,0.38287833,0.577592057,0.537528057,0.648188841,0.596203201,0.487982713,0.494348978,0.731859672,1,0.60142367,0.507831399,-0.000623003,0.624940123,0.177877496,0.697479774,0.390802234,0.510610259,0.439045157,0.644554474,0.65954393,0.456078156,0.312420965,0.320191008,0.25749598,0.257325806
JNJ,0.500038962,0.591403663,0.559638903,0.339272685,0.220703734,0.449491712,0.481663473,0.620025473,0.761345113,0.682624567,0.54715995,0.677476421,0.424395753,0.454159273,0.405232404,0.398815184,0.465294129,0.546497651,0.60142367,1,0.698786621,0.154576636,0.477459931,0.210543929,0.620807475,0.404409547,0.562127607,0.477694945,0.62164401,0.488023933,0.568735607,0.241695918,0.224530245,0.219479424,0.14315404
PFE,0.37176956,0.453244074,0.48503953,0.26494042,0.191896606,0.475343752,0.473732674,0.527939256,0.587280823,0.6074665,0.383793072,0.587995493,0.369224072,0.411615594,0.358363406,0.425296566,0.417810219,0.479985314,0.507831399,0.698786621,1,0.153034714,0.41867474,0.165534967,0.545355612,0.332864709,0.532156363,0.445849657,0.604141781,0.417414011,0.452798691,0.139574929,0.159174172,0.120882832,0.129697911
MRNA,0.059407232,0.101030643,0.010287724,0.047296351,0.052366953,-0.055799521,-0.050153344,-0.007406931,0.17939114,0.132890546,0.161951972,0.17264859,-0.013623498,0.039599065,0.026048121,-0.027989475,0.025574005,0.061663463,-0.000623003,0.154576636,0.153034714,1,-0.012329302,0.031564357,0.096893526,0.092219889,0.062187376,0.019566126,0.078569677,-0.071160151,0.102408259,-0.002415775,-0.025119546,-0.025120457,0.01629432
DIS,0.449057612,0.548409967,0.597579954,0.327137234,0.350601552,0.679212501,0.693722576,0.726888467,0.403121591,0.627981812,0.250161855,0.479124443,0.628067415,0.661613154,0.672451337,0.627292212,0.414635967,0.61174653,0.624940123,0.477459931,0.41867474,-0.012329302,1,0.202889518,0.640102649,0.415607171,0.510422199,0.466020069,0.531972163,0.702887885,0.330249974,0.381426221,0.352477395,0.311968459,0.263083904
NFLX,0.513761798,0.571627195,0.477149236,0.641892835,0.427774218,0.078309592,0.08419283,0.252244009,0.326410218,0.133526051,0.406792501,0.319284924,0.068870118,0.066862529,0.111453159,0.168447205,0.292439469,0.104658537,0.177877496,0.210543929,0.165534967,0.031564357,0.202889518,1,0.135784333,0.533060932,0.384215918,0.378229408,0.228257701,0.21117247,0.453130503,0.275875797,0.280678681,0.207753983,0.163288823
T,0.43636694,0.49635816,0.533523456,0.268901378,0.237014308,0.702516964,0.735991328,0.638226961,0.635649527,0.756185009,0.388283155,0.648141867,0.551974361,0.642759282,0.570519362,0.52952201,0.447490418,0.655884072,0.697479774,0.620807475,0.545355612,0.096893526,0.640102649,0.135784333,1,0.321196137,0.577082796,0.506605398,0.654810175,0.698755137,0.522977937,0.289810571,0.294426842,0.234444483,0.22955358
NVDA,0.72446699,0.753144792,0.653789091,0.6531235,0.53647662,0.306273948,0.339126263,0.581510965,0.464022808,0.370265812,0.442281759,0.558196344,0.336820108,0.348992963,0.316741949,0.370469609,0.429810288,0.328255052,0.390802234,0.404409547,0.332864709,0.092219889,0.415607171,0.533060932,0.321196137,1,0.53109258,0.526028401,0.408832904,0.423231547,0.52480207,0.299659811,0.299123113,0.271527061,0.218826678
ORCL,0.53914039,0.622999956,0.551231441,0.491707299,0.26090462,0.520980036,0.562548153,0.53961252,0.62894985,0.527018695,0.4871601,0.663652567,0.336232667,0.425969278,0.37271053,0.422931506,0.500555118,0.492726862,0.510610259,0.562127607,0.532156363,0.062187376,0.510422199,0.384215918,0.577082796,0.53109258,1,0.506998847,0.582432341,0.533596859,0.541576511,0.314700875,0.298818801,0.262375182,0.225071692
INTC,0.524149292,0.611360371,0.572202151,0.445417244,0.338507732,0.433777235,0.451445795,0.542966444,0.445555392,0.492304191,0.407768943,0.551417414,0.419735382,0.451371723,0.436021562,0.465864393,0.394836935,0.426477812,0.439045157,0.477694945,0.445849657,0.019566126,0.466020069,0.378229408,0.506605398,0.526028401,0.506998847,1,0.476222276,0.473974142,0.513142159,0.301828755,0.299859313,0.228780319,0.196739102
LMT,0.470315172,0.539376292,0.529987466,0.304366274,0.224318271,0.576117683,0.588111252,0.643368417,0.68501803,0.663704961,0.462835034,0.703138721,0.476026891,0.556722185,0.456445218,0.549624347,0.494757847,0.593078617,0.644554474,0.62164401,0.604141781,0.078569677,0.531972163,0.228257701,0.654810175,0.408832904,0.582432341,0.476222276,1,0.523975144,0.558638215,0.33249133,0.332270557,0.254753957,0.220232489
GS,0.514404218,0.539939025,0.578669782,0.293007769,0.392408962,0.857260102,0.845493217,0.70290299,0.418323809,0.669427106,0.21522393,0.522541691,0.711512818,0.707050974,0.725381457,0.658725679,0.418167316,0.683092418,0.65954393,0.488023933,0.417414011,-0.071160151,0.702887885,0.21117247,0.698755137,0.423231547,0.533596859,0.473974142,0.523975144,1,0.361033217,0.35913998,0.330978618,0.299299545,0.263147922
COST,0.587213294,0.675927833,0.585158788,0.568385866,0.294732337,0.269915817,0.302863233,0.509038802,0.705927322,0.44590587,0.714581845,0.627416182,0.153171536,0.248057508,0.236668866,0.221206451,0.465616862,0.359777606,0.456078156,0.568735607,0.452798691,0.102408259,0.330249974,0.453130503,0.522977937,0.52480207,0.541576511,0.513142159,0.558638215,0.361033217,1,0.337056224,0.329387987,0.286563902,0.189904716
BTC.USD,0.344266298,0.373444405,0.352478417,0.297137333,0.244344035,0.258757333,0.293235761,0.351918518,0.31176142,0.272760334,0.281456768,0.329081451,0.245416768,0.318977443,0.354557137,0.280585718,0.218898112,0.321594057,0.312420965,0.241695918,0.139574929,-0.002415775,0.381426221,0.275875797,0.289810571,0.299659811,0.314700875,0.301828755,0.33249133,0.35913998,0.337056224,1,0.84041203,0.858148088,0.460682685
ETH.USD,0.343442396,0.368278756,0.3418539,0.281984209,0.276890847,0.240838014,0.2680053,0.357270442,0.305813729,0.256336665,0.329033067,0.306380901,0.244810098,0.299089441,0.3509557,0.310361841,0.228048918,0.312785278,0.320191008,0.224530245,0.159174172,-0.025119546,0.352477395,0.280678681,0.294426842,0.299123113,0.298818801,0.299859313,0.332270557,0.330978618,0.329387987,0.84041203,1,0.849500179,0.6177293
LTC.USD,0.317412127,0.33475237,0.294460836,0.263489097,0.23766824,0.21799383,0.246086,0.301708745,0.281897403,0.24012904,0.274127858,0.283371814,0.20949339,0.240133956,0.306460717,0.254485678,0.180306429,0.270781488,0.25749598,0.219479424,0.120882832,-0.025120457,0.311968459,0.207753983,0.234444483,0.271527061,0.262375182,0.228780319,0.254753957,0.299299545,0.286563902,0.858148088,0.849500179,1,0.564509067
XRP.USD,0.185612256,0.245923641,0.186524408,0.144893953,0.21227313,0.202252592,0.22246808,0.248608396,0.21976366,0.151486688,0.208616335,0.212940832,0.234870419,0.273523746,0.270457689,0.246978155,0.193719997,0.21090172,0.257325806,0.14315404,0.129697911,0.01629432,0.263083904,0.163288823,0.22955358,0.218826678,0.225071692,0.196739102,0.220232489,0.263147922,0.189904716,0.460682685,0.6177293,0.564509067,1
